id,per_square_meter_price
COL_289284,38302.872976957595
COL_289305,40586.932471326414
COL_289318,34761.04346345295
COL_289354,93620.59864155266
COL_289399,48720.907376353076
COL_289428,36824.03352091256
COL_289460,48758.64701605268
COL_289493,47568.04035639471
COL_289495,50288.6422137343
COL_289749,45328.15116863545
COL_289763,170909.65001489047
COL_289778,51436.42042147935
COL_289801,37507.94500074469
COL_289971,37619.08144933846
COL_290143,47993.388773242485
COL_290169,78044.30829099864
COL_290252,25572.132599192173
COL_290336,27421.709788860295
COL_290398,36425.83100409792
COL_290403,38898.504333586796
COL_290431,32392.241889944784
COL_290466,43474.0326074917
COL_290486,47025.418881937534
COL_290497,30038.35708209443
COL_290510,48211.098896275325
COL_290559,31416.814451603597
COL_290600,76854.46954296873
COL_290602,82636.88455598043
COL_290716,42151.798607547076
COL_290717,25759.124172619067
COL_290876,47317.98364771385
COL_290966,32884.76157775048
COL_291008,28776.99262321152
COL_291021,137600.19776618376
COL_291043,70277.94970365395
COL_291190,49270.461179809055
COL_291192,45954.83918959738
COL_291274,44368.92115534363
COL_291284,64690.2103225221
COL_291397,36227.89932920117
COL_291450,55884.95397550637
COL_291738,67257.55568524946
COL_291740,29242.455015956628
COL_291825,30835.81971497049
COL_291900,44122.30745458643
COL_292045,61270.76166463407
COL_292135,43080.714666831474
COL_292258,41791.725222456545
COL_292275,26888.964967117765
COL_292279,49928.88288733324
COL_292364,48035.350789653094
COL_292417,31462.25121576351
COL_292421,43417.45652683349
COL_292501,46497.80979556055
COL_292654,84221.48085545588
COL_292906,48830.10544369286
COL_292926,24559.154358828942
COL_293123,45171.978779048244
COL_293135,32073.161174049506
COL_293496,39954.51626386022
COL_293497,44774.4460261563
COL_293588,190413.94311790998
COL_293614,143975.3525504033
COL_293631,71699.02712401669
COL_293703,31945.78019376624
COL_293773,28337.041016733412
COL_293780,42855.58816422232
COL_293783,30219.43369958622
COL_293826,53514.26861283336
COL_293889,83449.92024402149
COL_293952,46459.610687747816
COL_293956,33916.983473565655
COL_294068,64446.996194564585
COL_294101,56174.365001237704
COL_294115,41849.08642223825
COL_294143,37280.577127305514
COL_294200,34460.08162028262
COL_294245,27093.21883240651
COL_294261,26872.164073352018
COL_294293,58446.66953117749
COL_294300,51760.20841433855
COL_294350,41656.65626141486
COL_294488,45789.28988620359
COL_294525,52724.90710141388
COL_294553,39143.05164026294
COL_294558,45778.61362041049
COL_294593,40730.20866713159
COL_294691,40970.16500807573
COL_294716,25941.893840103145
COL_294729,50199.326406137996
COL_294785,59208.604870690506
COL_294917,60309.02383123747
COL_294951,25657.536044054254
COL_294975,40603.35422839063
COL_295255,24952.93136722647
COL_295327,20707.532775196752
COL_295509,34451.139561747455
COL_295595,52166.82969992858
COL_296322,34259.49122876236
COL_296509,26273.47176297351
COL_296521,171074.47317481608
COL_296756,32421.73109220697
COL_296901,46750.04367522422
COL_297293,31282.916778928524
COL_297324,37677.78028701831
COL_297326,49124.97349526208
COL_297329,38340.54338652942
COL_297441,36029.08952131493
COL_297472,32733.798387047278
COL_297631,56939.67552893627
COL_297815,82473.64268285647
COL_298020,33426.34152512724
COL_298046,54898.01017538547
COL_298052,36244.8944994974
COL_298055,90742.89876702492
COL_298064,51241.0807728873
COL_298075,55599.23286836893
COL_298099,39336.5101119223
COL_298101,66756.35934718879
COL_298102,45322.37368387961
COL_298103,35370.295821600106
COL_298104,44871.13904680356
COL_298261,52682.50960876631
COL_298459,242524.85713574724
COL_298471,34852.25730154874
COL_298481,58092.35658591881
COL_298516,53104.087272113014
COL_298532,33042.969322873236
COL_298539,35469.22964530499
COL_298593,281407.7661613121
COL_298719,33958.17591240714
COL_298724,37786.48824176602
COL_298733,32700.63416668235
COL_298817,79086.52845484445
COL_298837,48477.745244740574
COL_298968,194759.46897885104
COL_299209,49174.20105039463
COL_299221,214700.670823694
COL_299361,35614.09185508795
COL_299366,50422.55320912925
COL_299450,82682.02937252003
COL_299454,49427.22921752859
COL_299455,74678.51559938824
COL_299459,73171.51551150587
COL_299464,30345.56543538004
COL_299468,55482.10639936252
COL_299486,43459.7430824976
COL_299491,87978.03488861625
COL_299497,63182.820614716074
COL_299499,42268.590858275726
COL_299501,80042.83393149271
COL_299540,37823.8907777016
COL_299615,44199.81688144774
COL_299659,193009.95108915988
COL_299678,150574.00116903475
COL_299795,32493.531942891335
COL_299818,36749.218127842636
COL_299819,82055.1940664358
COL_299820,92729.52685779678
COL_299960,46015.16535104135
COL_300095,64015.88028672168
COL_300108,158556.49288629927
COL_300125,27092.34348276907
COL_300144,293676.15200125985
COL_300225,45014.430517915476
COL_300305,221161.50259210303
COL_300423,34876.74669928198
COL_300491,33945.99341514153
COL_300562,37919.72792167557
COL_300747,34800.03334384348
COL_300816,50032.79473568455
COL_300942,35800.70620507525
COL_300959,43108.38415241541
COL_300962,34608.507057697156
COL_301220,34498.94178211268
COL_301285,56745.08288342339
COL_301290,65299.290382178515
COL_301303,72178.78284805662
COL_301367,35573.15123886782
COL_301368,39579.8274219241
COL_301378,70433.87304489028
COL_301401,45704.97188314374
COL_301444,29817.699210576557
COL_301445,43407.84695641817
COL_301574,77166.0054277397
COL_301649,27292.056267820106
COL_301669,50270.30886782085
COL_301670,41501.339822342285
COL_301679,43374.265940855366
COL_301709,30223.703113262512
COL_301757,170346.4232867621
COL_301819,30912.698310859974
COL_301820,36661.60243138214
COL_301821,32555.601585557786
COL_301822,37271.678622112566
COL_301823,34136.395360530194
COL_301843,40072.1398966265
COL_301976,59644.82728631016
COL_301986,34386.9642250212
COL_302097,42374.557182387834
COL_302111,76440.8282565775
COL_302139,40781.03256679666
COL_302293,34559.41949598355
COL_302294,37725.16812558609
COL_302428,42544.84011892139
COL_302465,30706.39699647301
COL_302497,64862.133989914946
COL_302548,30489.43192536743
COL_302597,34157.884329130524
COL_302726,47347.00660101363
COL_302745,45942.75812533937
COL_302873,36792.29082353097
COL_302926,37832.39556758321
COL_302986,43479.629458492214
COL_302987,39098.92335554626
COL_302994,56454.24072948173
COL_303002,76742.45245162536
COL_303004,37498.04981456827
COL_303007,32114.279715964836
COL_303069,50989.18098780499
COL_303147,26451.587213824343
COL_303265,39790.571883281846
COL_303285,72982.43339081857
COL_303366,33826.116267230864
COL_303405,71249.96969588395
COL_303564,40473.20503665321
COL_303569,28210.02814169889
COL_303618,86713.07150012237
COL_303623,49795.40856187296
COL_303624,49603.263114175694
COL_303625,46542.10934597765
COL_303626,40036.313546996724
COL_303627,41295.14729023682
COL_303637,27715.965618356648
COL_303638,29449.906793252405
COL_304041,47472.51505662787
COL_304147,331054.8633626398
COL_304255,194840.63855510048
COL_304280,53923.91972745541
COL_304320,37023.37468571682
COL_304322,44199.64505856639
COL_304323,27735.40885313196
COL_304324,22864.396030448042
COL_304325,28368.21799856616
COL_304367,36374.41822452519
COL_304546,48356.6711502432
COL_304550,67651.77940959485
COL_304552,89321.56404297658
COL_304561,41115.747760274004
COL_304585,73733.71925945049
COL_304853,96888.56328730744
COL_304902,39126.08938677055
COL_304978,53197.10469397442
COL_304984,34305.79082854541
COL_305002,44521.15167423004
COL_305017,60131.04567981333
COL_305038,29040.422775597806
COL_305057,35635.44091571488
COL_305058,37990.47189808406
COL_305059,36725.85337766794
COL_305114,288540.2927873021
COL_305373,54214.242265028464
COL_305382,72110.28164016767
COL_305383,67176.66715620436
COL_305384,75878.90464096895
COL_305385,75832.56406640755
COL_305386,72581.34841210656
COL_305387,75075.93914692565
COL_305388,69295.03517841178
COL_305413,48479.41062133132
COL_305607,45755.3389262978
COL_305652,48102.64491504548
COL_305726,172136.59335165776
COL_305896,55174.73368203186
COL_305924,31592.474116152967
COL_305926,30294.17498057583
COL_306033,80787.4353694957
COL_306088,57946.5847269267
COL_306141,30384.43545398167
COL_306143,38233.54605077745
COL_306144,46450.77631586072
COL_306151,53508.47369921466
COL_306153,46095.401369308
COL_306154,44679.69115277119
COL_306155,37016.60076797549
COL_306206,48862.86868779879
COL_306621,39965.42702793204
