id,per_square_meter_price
COL_289284,42558.747752175106
COL_289305,45096.591634807126
COL_289318,38623.381626058836
COL_289354,104022.88737950295
COL_289399,54134.34152928119
COL_289428,40915.592801013954
COL_289460,54176.27446228076
COL_289493,52853.3781737719
COL_289495,55876.269126371444
COL_289749,50364.61240959494
COL_289763,189899.61112765607
COL_289778,57151.57824608817
COL_289801,41675.49444527187
COL_289971,41798.97938815384
COL_290143,53325.98752582498
COL_290169,86715.8981011096
COL_290252,28413.48066576908
COL_290336,30468.566432066993
COL_290398,40473.145560108795
COL_290403,43220.560370652
COL_290431,35991.37987771643
COL_290466,48304.48067499078
COL_290486,52250.465424375034
COL_290497,33375.952313438254
COL_290510,53567.88766252814
COL_290559,34907.57161289288
COL_290600,85393.85504774303
COL_290602,91818.76061775604
COL_290716,46835.33178616342
COL_290717,28621.249080687852
COL_290876,52575.537386348726
COL_290966,36538.623975278315
COL_291008,31974.4362480128
COL_291021,152889.10862909307
COL_291043,78086.61078183772
COL_291190,54744.95686645451
COL_291192,51060.93243288597
COL_291274,49298.80128371515
COL_291284,71878.011469469
COL_291397,40253.22147689019
COL_291450,62094.39330611818
COL_291738,74730.61742805496
COL_291740,32491.616684396253
COL_291825,34262.021905522764
COL_291900,49024.78606065159
COL_292045,68078.62407181563
COL_292135,47867.46074092386
COL_292258,46435.250247173935
COL_292275,29876.627741241962
COL_292279,55476.53654148138
COL_292364,53372.611988503435
COL_292417,34958.0569064039
COL_292421,48241.61836314832
COL_292501,51664.233106178384
COL_292654,93579.42317272876
COL_292906,54255.67271521429
COL_292926,27287.949287587715
COL_293123,50191.08753227582
COL_293135,35636.845748943895
COL_293496,44393.90695984469
COL_293497,49749.384473507
COL_293588,211571.04790878887
COL_293614,159972.61394489257
COL_293631,79665.58569335188
COL_293703,35495.31132640693
COL_293773,31485.60112970379
COL_293780,47617.320182469244
COL_293783,33577.1485550958
COL_293826,59460.29845870373
COL_293889,92722.13360446831
COL_293952,51621.78965305313
COL_293956,37685.53719285072
COL_294068,71607.7735495162
COL_294101,62415.96111248634
COL_294115,46498.984913598055
COL_294143,41422.8634747839
COL_294200,38288.9795780918
COL_294245,30103.576480451677
COL_294261,29857.960081502242
COL_294293,64940.74392353054
COL_294300,57511.34268259839
COL_294350,46285.17362379428
COL_294488,50876.988762448425
COL_294525,58583.23011268209
COL_294553,43492.27960029215
COL_294558,50865.126244900544
COL_294593,45255.78740792399
COL_294691,45522.40556452859
COL_294716,28824.32648900349
COL_294729,55777.02934015333
COL_294785,65787.33874521167
COL_294917,67010.02647915274
COL_294951,28508.3733822825
COL_294975,45114.83803154514
COL_295255,27725.4792969183
COL_295327,23008.36975021861
COL_295509,38279.04395749717
COL_295595,57963.144111031754
COL_296322,38066.101365291506
COL_296509,29192.7464033039
COL_296521,190082.74797201788
COL_296756,36024.14565800774
COL_296901,51944.49297247135
COL_297293,34758.79642103169
COL_297324,41864.20031890923
COL_297326,54583.30388362453
COL_297329,42600.60376281046
COL_297441,40032.32169034992
