id,per_square_meter_price
COL_289284,38385.59002076648
COL_289305,46588.27757630195
COL_289318,35887.82785772534
COL_289354,100939.66083873098
COL_289399,55967.932871359444
COL_289428,44268.68898586186
COL_289460,51636.306421734356
COL_289493,50217.01719857398
COL_289495,58985.737220108684
COL_289749,50468.86479289776
COL_289763,179589.8267881878
COL_289778,59464.68529828752
COL_289801,43254.680774378576
COL_289971,42024.62025911489
COL_290143,52527.91389168056
COL_290169,83883.69658042703
COL_290252,25398.840964198265
COL_290336,31762.957342031623
COL_290398,41495.18961949121
COL_290403,44763.66977421583
COL_290431,37030.24535518618
COL_290466,49041.44623872469
COL_290486,48300.68809396038
COL_290497,33013.45183342139
COL_290510,55387.699829986595
COL_290559,37795.87944671265
COL_290600,81759.06033487644
COL_290602,90433.70761199581
COL_290716,46542.298570655126
COL_290717,27011.009032377937
COL_290876,52123.128162782996
COL_290966,37007.629510452316
COL_291008,32890.43477636038
COL_291021,163743.30872568936
COL_291043,73835.06310832752
COL_291190,55550.69686108713
COL_291192,51455.297044199244
COL_291274,47046.69570235444
COL_291284,71103.56960391652
COL_291397,39704.28832866305
COL_291450,65327.29201619622
COL_291738,73425.9550147394
COL_291740,31595.071514071715
COL_291825,33132.388781690475
COL_291900,46092.69016477822
COL_292045,67534.27893644097
COL_292135,48126.77341815709
COL_292258,46282.98098166798
COL_292275,32517.277816987305
COL_292279,56316.1285052811
COL_292364,53924.60402039343
COL_292417,37451.82883870925
COL_292421,49037.39785341218
COL_292501,49437.643896937174
COL_292654,87816.57294498445
COL_292906,64091.850023751285
COL_292926,26351.235606177244
COL_293123,51293.77750257401
COL_293135,35732.43342626359
COL_293496,40878.606962583566
COL_293497,48931.27921277916
COL_293588,223385.88306016795
COL_293614,154770.93315387025
COL_293631,80919.36861128666
COL_293703,35425.05451811538
COL_293773,31199.66825456561
COL_293780,48901.4707057763
COL_293783,34632.15190865488
COL_293826,87185.69514682071
COL_293889,85129.5203289743
COL_293952,53135.22340889359
COL_293956,38770.03177665878
COL_294068,71203.02947129495
COL_294101,60174.26924393778
COL_294115,46326.14286345336
COL_294143,41700.45607012942
COL_294200,36732.230797777316
COL_294245,29639.043991841194
COL_294261,30031.658021415682
COL_294293,68140.50075700413
COL_294300,58446.75568055241
COL_294350,46665.88726110388
COL_294488,51107.809362450666
COL_294525,56311.284522317255
COL_294553,43025.84429694398
COL_294558,51561.85347013436
COL_294593,43477.03132031681
COL_294691,40646.97148945727
COL_294716,28077.1963316737
COL_294729,55475.53571775416
COL_294785,70443.15180922284
COL_294917,63976.487083655935
COL_294951,26807.44138439514
COL_294975,45720.153618157565
COL_295255,29973.602220741355
COL_295327,22019.646258330333
COL_295509,36156.77421327467
COL_295595,56656.225307184424
COL_296322,37410.87156426512
COL_296509,27571.85839318736
COL_296521,189510.3329024814
COL_296756,33342.795203475
COL_296901,52961.950884466794
COL_297293,34258.19034337496
COL_297324,39805.56645251707
COL_297326,54096.87736993514
COL_297329,41281.51157465276
COL_297441,39498.367356105155
COL_297472,38093.503633451284
COL_297631,65834.45916297303
COL_297815,93149.82915372739
COL_298020,39143.47490735931
COL_298046,59995.35870350523
COL_298052,40636.07916763435
COL_298055,96555.64526876969
COL_298064,56563.75117338131
COL_298075,61410.548848389226
COL_298099,43382.70356987175
COL_298101,75103.28047584766
COL_298102,51142.563902242386
COL_298103,38342.1385255357
COL_298104,50097.68356945688
COL_298261,61695.41619462322
COL_298459,267382.38234060665
COL_298471,38574.09876523159
COL_298481,65745.87593905983
COL_298516,61696.82386696377
COL_298532,35492.79863332819
COL_298539,40805.13516744663
COL_298593,255003.19326883013
COL_298719,36875.935650788524
COL_298724,40304.24310154766
COL_298733,36034.68863682165
COL_298817,87885.57327395614
COL_298837,52198.49988974094
COL_298968,221158.60662651964
COL_299209,56675.11500215663
COL_299221,241227.73489945693
COL_299361,41745.361450286895
COL_299366,56738.26764208777
COL_299450,88746.54394068377
COL_299454,65002.98485834941
COL_299455,78235.01142836406
COL_299459,83340.89522159594
COL_299464,35930.07875626259
COL_299468,68217.76949422859
COL_299486,52284.051241179026
COL_299491,96857.17290680957
COL_299497,72149.0882818414
COL_299499,45741.04074185083
COL_299501,84992.800974046
COL_299540,43170.91260395473
COL_299615,49221.940941371446
COL_299659,223947.73082950866
COL_299678,166903.23083175873
COL_299795,34852.228783703424
COL_299818,40966.63312866411
